GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,AMR8E001,AMVZE001,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010,AMR8M001,AMVZM001
"G4200730011000","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011000",,,"Census Tract 110, Lawrence County, Pennsylvania",5155,5111,20,0,24,0,0,0,0,0,58349,615,"Census Tract 110, Lawrence County, Pennsylvania",268,272,19,15,39,15,15,15,15,15,10830,128
"G4200730011100","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011100",,,"Census Tract 111, Lawrence County, Pennsylvania",4042,3837,61,0,3,0,7,134,7,127,48542,760,"Census Tract 111, Lawrence County, Pennsylvania",457,439,46,11,5,11,10,98,10,98,8763,137
"G4200730011200","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011200",,,"Census Tract 112, Lawrence County, Pennsylvania",2340,2262,0,0,15,0,0,63,4,59,59069,711,"Census Tract 112, Lawrence County, Pennsylvania",372,365,11,11,21,11,11,60,6,60,6120,42
"G4200730011300","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011300",,,"Census Tract 113, Lawrence County, Pennsylvania",4284,4163,13,0,39,0,2,67,39,28,62132,566,"Census Tract 113, Lawrence County, Pennsylvania",396,362,12,11,45,11,4,73,58,40,7683,76
"G4200730011400","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011400",,,"Census Tract 114, Lawrence County, Pennsylvania",2025,1970,14,14,0,0,7,20,0,20,51071,642,"Census Tract 114, Lawrence County, Pennsylvania",201,199,21,15,11,11,10,15,11,15,4484,40
"G4200730011500","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011500",,,"Census Tract 115, Lawrence County, Pennsylvania",4089,3966,19,0,42,0,0,62,4,58,60245,919,"Census Tract 115, Lawrence County, Pennsylvania",294,297,17,11,50,11,11,45,5,45,4667,191
"G4200730011600","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011600",,,"Census Tract 116, Lawrence County, Pennsylvania",3891,3806,0,11,0,0,14,60,0,60,59000,639,"Census Tract 116, Lawrence County, Pennsylvania",210,221,11,21,11,11,26,57,11,57,10821,57
"G4200730011700","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011700",,,"Census Tract 117, Lawrence County, Pennsylvania",1899,1858,0,0,0,0,7,34,0,34,61083,679,"Census Tract 117, Lawrence County, Pennsylvania",224,226,11,11,11,11,9,39,11,39,8250,49
"G4200730011800","2016-2020","PA",,,"Pennsylvania","42","Lawrence County","073",,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42073011800",,,"Census Tract 118, Lawrence County, Pennsylvania",2388,2274,80,0,0,0,1,33,0,33,29531,702,"Census Tract 118, Lawrence County, Pennsylvania",216,218,60,11,11,11,2,41,11,41,6538,76
"G4200750000100","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075000100",,,"Census Tract 1, Lebanon County, Pennsylvania",4270,2865,291,0,1,0,889,224,150,74,42577,763,"Census Tract 1, Lebanon County, Pennsylvania",593,534,187,11,2,11,410,205,175,99,13854,37
"G4200750000200","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075000200",,,"Census Tract 2, Lebanon County, Pennsylvania",5009,3350,198,0,243,0,765,453,208,245,37983,846,"Census Tract 2, Lebanon County, Pennsylvania",637,533,176,15,214,15,405,221,172,149,4802,96
"G4200750000300","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075000300",,,"Census Tract 3, Lebanon County, Pennsylvania",4315,2183,138,0,52,0,1539,403,220,183,33158,837,"Census Tract 3, Lebanon County, Pennsylvania",648,596,110,11,73,11,488,314,236,204,10142,67
"G4200750000401","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"000401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075000401",,,"Census Tract 4.01, Lebanon County, Pennsylvania",4697,2367,153,0,0,0,2096,81,50,31,26481,809,"Census Tract 4.01, Lebanon County, Pennsylvania",714,524,131,11,11,11,627,64,51,38,6250,138
"G4200750000402","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"000402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075000402",,,"Census Tract 4.02, Lebanon County, Pennsylvania",3909,2422,403,17,34,0,959,74,17,57,47001,989,"Census Tract 4.02, Lebanon County, Pennsylvania",527,431,338,26,36,11,464,90,29,84,3152,115
"G4200750000500","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075000500",,,"Census Tract 5, Lebanon County, Pennsylvania",3579,2474,213,0,5,0,686,201,165,36,53099,835,"Census Tract 5, Lebanon County, Pennsylvania",480,346,185,11,10,11,400,178,173,32,2772,32
"G4200750002000","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002000",,,"Census Tract 20, Lebanon County, Pennsylvania",3145,2948,23,0,30,0,88,56,25,31,60665,766,"Census Tract 20, Lebanon County, Pennsylvania",19,153,37,11,35,11,130,60,39,46,12988,89
"G4200750002100","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002100",,,"Census Tract 21, Lebanon County, Pennsylvania",5253,4939,13,0,9,0,242,50,9,41,80556,838,"Census Tract 21, Lebanon County, Pennsylvania",27,201,22,15,15,15,201,36,14,36,13203,116
"G4200750002200","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002200",,,"Census Tract 22, Lebanon County, Pennsylvania",6722,6294,234,0,27,13,41,113,67,46,63291,859,"Census Tract 22, Lebanon County, Pennsylvania",303,358,207,15,32,23,38,106,90,37,9135,169
"G4200750002300","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002300",,,"Census Tract 23, Lebanon County, Pennsylvania",2944,2552,65,0,14,0,293,20,0,20,58051,697,"Census Tract 23, Lebanon County, Pennsylvania",36,204,60,11,18,11,192,16,11,16,10187,84
"G4200750002400","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002400",,,"Census Tract 24, Lebanon County, Pennsylvania",2498,2456,0,0,6,0,19,17,13,4,69028,883,"Census Tract 24, Lebanon County, Pennsylvania",20,50,11,11,12,11,34,23,21,7,15496,205
"G4200750002500","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002500",,,"Census Tract 25, Lebanon County, Pennsylvania",5001,4633,138,0,57,0,140,33,0,33,56725,895,"Census Tract 25, Lebanon County, Pennsylvania",19,163,60,15,45,15,135,36,15,36,7686,87
"G4200750002600","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002600",,,"Census Tract 26, Lebanon County, Pennsylvania",1997,1887,56,0,0,6,22,26,0,26,61555,851,"Census Tract 26, Lebanon County, Pennsylvania",246,253,63,11,11,12,19,24,11,24,5609,95
"G4200750002701","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002701",,,"Census Tract 27.01, Lebanon County, Pennsylvania",6156,5473,21,0,88,0,574,0,0,0,73969,1052,"Census Tract 27.01, Lebanon County, Pennsylvania",618,640,37,15,105,15,420,15,15,15,12373,111
"G4200750002702","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002702",,,"Census Tract 27.02, Lebanon County, Pennsylvania",5889,5257,1,0,175,0,119,337,294,43,64269,797,"Census Tract 27.02, Lebanon County, Pennsylvania",622,756,2,15,164,15,113,360,362,44,6949,264
"G4200750002801","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002801",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002801",,,"Census Tract 28.01, Lebanon County, Pennsylvania",4561,4392,52,0,0,0,1,116,80,36,70305,1063,"Census Tract 28.01, Lebanon County, Pennsylvania",371,372,58,11,11,11,2,136,128,46,8648,743
"G4200750002802","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002802",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002802",,,"Census Tract 28.02, Lebanon County, Pennsylvania",4359,4306,22,0,0,0,0,31,0,31,70585,,"Census Tract 28.02, Lebanon County, Pennsylvania",371,376,32,11,11,11,11,49,11,49,13008,
"G4200750002900","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"002900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075002900",,,"Census Tract 29, Lebanon County, Pennsylvania",3217,3153,51,0,0,2,11,0,0,0,44100,813,"Census Tract 29, Lebanon County, Pennsylvania",14,77,71,11,11,4,18,11,11,11,10151,97
"G4200750003000","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003000",,,"Census Tract 30, Lebanon County, Pennsylvania",5935,5711,52,0,44,0,12,116,93,23,76819,808,"Census Tract 30, Lebanon County, Pennsylvania",324,325,58,15,59,15,16,122,132,29,2830,141
"G4200750003100","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003100",,,"Census Tract 31, Lebanon County, Pennsylvania",4276,4255,21,0,0,0,0,0,0,0,78889,838,"Census Tract 31, Lebanon County, Pennsylvania",20,45,43,11,11,11,11,11,11,11,13547,105
"G4200750003200","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003200",,,"Census Tract 32, Lebanon County, Pennsylvania",5044,4519,417,0,72,0,0,36,25,11,80150,1157,"Census Tract 32, Lebanon County, Pennsylvania",348,407,354,15,61,15,15,40,42,22,9183,167
"G4200750003300","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003300",,,"Census Tract 33, Lebanon County, Pennsylvania",2393,2028,58,11,0,0,207,89,67,22,66250,635,"Census Tract 33, Lebanon County, Pennsylvania",255,255,34,16,11,11,164,81,77,32,18355,298
"G4200750003400","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003400",,,"Census Tract 34, Lebanon County, Pennsylvania",2475,2347,24,0,19,0,15,70,0,70,59676,982,"Census Tract 34, Lebanon County, Pennsylvania",285,277,24,11,20,11,21,57,11,57,9280,201
"G4200750003500","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003500",,,"Census Tract 35, Lebanon County, Pennsylvania",4925,4288,262,41,200,0,28,106,24,82,78423,1002,"Census Tract 35, Lebanon County, Pennsylvania",341,343,241,54,149,11,34,71,37,62,6034,99
"G4200750003600","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003600",,,"Census Tract 36, Lebanon County, Pennsylvania",3945,2497,274,19,78,0,549,528,99,429,51719,954,"Census Tract 36, Lebanon County, Pennsylvania",391,361,206,22,68,11,251,225,95,198,5915,52
"G4200750003700","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003700",,,"Census Tract 37, Lebanon County, Pennsylvania",3000,2818,74,1,0,0,42,65,19,46,81912,941,"Census Tract 37, Lebanon County, Pennsylvania",20,110,72,2,11,11,66,70,26,63,14256,254
"G4200750003801","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003801",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003801",,,"Census Tract 38.01, Lebanon County, Pennsylvania",3473,3180,1,0,108,0,155,29,0,29,96607,,"Census Tract 38.01, Lebanon County, Pennsylvania",296,287,2,11,127,11,134,31,11,31,9423,
"G4200750003802","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003802",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003802",,,"Census Tract 38.02, Lebanon County, Pennsylvania",5034,4488,0,0,338,0,141,67,4,63,77898,1300,"Census Tract 38.02, Lebanon County, Pennsylvania",295,337,15,15,238,15,174,72,7,71,11350,80
"G4200750003901","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003901",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003901",,,"Census Tract 39.01, Lebanon County, Pennsylvania",3033,2639,49,0,197,0,22,126,9,117,47642,847,"Census Tract 39.01, Lebanon County, Pennsylvania",303,350,52,11,163,11,29,104,19,104,7725,43
"G4200750003902","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"003902",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075003902",,,"Census Tract 39.02, Lebanon County, Pennsylvania",4508,3513,85,0,60,0,391,459,0,459,55913,1023,"Census Tract 39.02, Lebanon County, Pennsylvania",303,371,107,11,53,11,185,390,11,390,4222,113
"G4200750004000","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"004000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075004000",,,"Census Tract 40, Lebanon County, Pennsylvania",8326,7677,3,0,188,0,408,50,50,0,69684,1174,"Census Tract 40, Lebanon County, Pennsylvania",16,409,7,15,157,15,409,60,60,15,8070,277
"G4200750004100","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"004100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075004100",,,"Census Tract 41, Lebanon County, Pennsylvania",2203,2079,11,32,3,0,15,63,60,3,70417,900,"Census Tract 41, Lebanon County, Pennsylvania",274,259,10,46,5,11,21,78,77,6,21029,841
"G4200750004200","2016-2020","PA",,,"Pennsylvania","42","Lebanon County","075",,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42075004200",,,"Census Tract 42, Lebanon County, Pennsylvania",4319,4198,69,0,46,0,6,0,0,0,85735,1831,"Census Tract 42, Lebanon County, Pennsylvania",38,111,88,11,58,11,17,11,11,11,9292,1095
"G4200770000101","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000101",,,"Census Tract 1.01, Lehigh County, Pennsylvania",4058,2213,443,0,308,0,519,575,409,166,46320,1009,"Census Tract 1.01, Lehigh County, Pennsylvania",644,423,206,11,310,11,297,413,398,128,6963,83
"G4200770000102","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000102",,,"Census Tract 1.02, Lehigh County, Pennsylvania",4016,3202,393,2,0,0,268,151,0,151,45736,1033,"Census Tract 1.02, Lehigh County, Pennsylvania",558,488,249,5,11,11,212,122,11,122,5122,240
"G4200770000400","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000400",,,"Census Tract 4, Lehigh County, Pennsylvania",4080,2758,651,0,5,0,539,127,114,13,38404,1194,"Census Tract 4, Lehigh County, Pennsylvania",765,709,363,11,7,11,324,182,181,17,9577,122
"G4200770000500","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000500",,,"Census Tract 5, Lehigh County, Pennsylvania",2805,1065,442,0,60,0,765,473,365,108,33378,1080,"Census Tract 5, Lehigh County, Pennsylvania",578,318,187,11,77,11,372,365,352,116,6475,114
"G4200770000600","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000600",,,"Census Tract 6, Lehigh County, Pennsylvania",6128,3160,899,0,145,0,1080,844,819,25,53936,954,"Census Tract 6, Lehigh County, Pennsylvania",875,940,594,15,175,15,557,699,708,45,16612,575
"G4200770000700","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000700",,,"Census Tract 7, Lehigh County, Pennsylvania",3731,1783,563,5,0,0,609,771,652,119,35500,993,"Census Tract 7, Lehigh County, Pennsylvania",794,353,167,9,11,11,299,656,652,91,9273,103
"G4200770000800","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000800",,,"Census Tract 8, Lehigh County, Pennsylvania",4049,1980,1001,30,19,0,763,256,130,126,37703,1003,"Census Tract 8, Lehigh County, Pennsylvania",713,422,490,48,30,11,455,232,145,137,9836,102
"G4200770000900","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077000900",,,"Census Tract 9, Lehigh County, Pennsylvania",1643,634,373,6,30,0,440,160,142,18,30446,1052,"Census Tract 9, Lehigh County, Pennsylvania",281,206,204,14,40,11,174,149,148,20,5191,72
"G4200770001000","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001000",,,"Census Tract 10, Lehigh County, Pennsylvania",3550,1504,509,0,100,0,520,917,750,167,30035,941,"Census Tract 10, Lehigh County, Pennsylvania",859,365,234,11,111,11,232,773,759,126,10434,86
"G4200770001200","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001200",,,"Census Tract 12, Lehigh County, Pennsylvania",2814,1454,546,0,12,0,417,385,249,136,29750,958,"Census Tract 12, Lehigh County, Pennsylvania",393,303,156,11,21,11,150,281,253,132,16035,113
"G4200770001401","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001401",,,"Census Tract 14.01, Lehigh County, Pennsylvania",7261,4544,1316,2,279,0,630,490,215,275,41250,1011,"Census Tract 14.01, Lehigh County, Pennsylvania",899,912,502,4,205,15,462,248,191,161,9196,89
"G4200770001402","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001402",,,"Census Tract 14.02, Lehigh County, Pennsylvania",2441,1935,284,0,56,0,69,97,44,53,70895,1143,"Census Tract 14.02, Lehigh County, Pennsylvania",453,459,158,11,44,11,62,74,58,39,15025,29
"G4200770001501","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001501",,,"Census Tract 15.01, Lehigh County, Pennsylvania",6724,3206,592,85,379,0,1064,1398,975,423,52334,1086,"Census Tract 15.01, Lehigh County, Pennsylvania",1432,741,254,118,247,15,463,1179,1110,387,13479,45
"G4200770001502","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001502",,,"Census Tract 15.02, Lehigh County, Pennsylvania",6776,4767,902,118,125,0,460,404,80,324,49798,1182,"Census Tract 15.02, Lehigh County, Pennsylvania",788,641,440,181,124,15,278,217,116,192,7793,65
"G4200770001600","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001600",,,"Census Tract 16, Lehigh County, Pennsylvania",3858,1974,757,0,0,0,496,631,434,197,33665,1015,"Census Tract 16, Lehigh County, Pennsylvania",689,522,324,11,11,11,254,470,441,201,8428,131
"G4200770001700","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001700",,,"Census Tract 17, Lehigh County, Pennsylvania",5062,2122,671,143,52,0,1273,801,768,33,41647,1130,"Census Tract 17, Lehigh County, Pennsylvania",858,475,528,166,60,15,425,618,612,49,6538,99
"G4200770001800","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001800",,,"Census Tract 18, Lehigh County, Pennsylvania",4538,1939,723,88,18,0,1230,540,391,149,35600,1070,"Census Tract 18, Lehigh County, Pennsylvania",770,443,360,119,29,11,485,390,368,112,2921,123
"G4200770001900","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077001900",,,"Census Tract 19, Lehigh County, Pennsylvania",4364,3119,354,38,64,8,429,352,140,212,28154,598,"Census Tract 19, Lehigh County, Pennsylvania",581,522,184,42,79,15,221,228,154,167,7510,247
"G4200770002000","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077002000",,,"Census Tract 20, Lehigh County, Pennsylvania",6098,2880,443,246,51,0,1218,1260,516,744,36744,899,"Census Tract 20, Lehigh County, Pennsylvania",770,535,211,372,63,15,664,886,602,653,13774,71
"G4200770002100","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077002100",,,"Census Tract 21, Lehigh County, Pennsylvania",7354,3922,944,0,679,0,1506,303,158,145,33464,958,"Census Tract 21, Lehigh County, Pennsylvania",906,778,336,15,414,15,727,274,194,193,12905,72
"G4200770002201","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"002201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077002201",,,"Census Tract 22.01, Lehigh County, Pennsylvania",4260,2772,745,0,6,0,278,459,399,60,56336,1228,"Census Tract 22.01, Lehigh County, Pennsylvania",738,403,458,11,11,11,239,415,410,60,10131,137
"G4200770002202","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"002202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077002202",,,"Census Tract 22.02, Lehigh County, Pennsylvania",4938,3878,720,14,114,0,121,91,0,91,50286,975,"Census Tract 22.02, Lehigh County, Pennsylvania",915,922,348,20,62,11,94,82,11,82,12351,76
"G4200770002302","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077002302",,,"Census Tract 23.02, Lehigh County, Pennsylvania",2508,2132,168,2,39,17,23,127,39,88,66719,1507,"Census Tract 23.02, Lehigh County, Pennsylvania",333,342,112,5,23,27,27,97,45,85,12682,758
"G4200770002303","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"002303",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077002303",,,"Census Tract 23.03, Lehigh County, Pennsylvania",3108,1681,46,0,992,0,286,103,77,26,72955,1552,"Census Tract 23.03, Lehigh County, Pennsylvania",634,500,55,11,410,11,316,128,128,34,20456,156
"G4200770002304","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"002304",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077002304",,,"Census Tract 23.04, Lehigh County, Pennsylvania",4197,3506,372,2,27,0,98,192,171,21,77156,1081,"Census Tract 23.04, Lehigh County, Pennsylvania",661,551,289,4,29,11,135,256,253,31,18753,210
"G4200770005100","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"005100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077005100",,,"Census Tract 51, Lehigh County, Pennsylvania",4307,4130,8,0,10,0,30,129,16,113,42241,767,"Census Tract 51, Lehigh County, Pennsylvania",28,117,8,11,16,11,35,104,24,103,15487,113
"G4200770005200","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"005200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077005200",,,"Census Tract 52, Lehigh County, Pennsylvania",6777,6694,32,0,0,0,12,39,0,39,71273,905,"Census Tract 52, Lehigh County, Pennsylvania",22,71,50,15,15,15,20,46,15,46,10679,147
"G4200770005301","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"005301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077005301",,,"Census Tract 53.01, Lehigh County, Pennsylvania",3538,3392,64,0,0,0,16,66,7,59,79188,1166,"Census Tract 53.01, Lehigh County, Pennsylvania",17,112,74,11,11,11,28,58,11,57,12691,237
"G4200770005302","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"005302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077005302",,,"Census Tract 53.02, Lehigh County, Pennsylvania",4401,4111,75,0,0,0,77,138,9,129,81085,860,"Census Tract 53.02, Lehigh County, Pennsylvania",15,224,81,11,11,11,110,149,15,146,6354,250
"G4200770005401","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"005401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077005401",,,"Census Tract 54.01, Lehigh County, Pennsylvania",2190,2063,27,0,28,0,14,58,26,32,100313,1555,"Census Tract 54.01, Lehigh County, Pennsylvania",249,256,27,11,22,11,14,39,26,29,20086,472
"G4200770005402","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"005402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077005402",,,"Census Tract 54.02, Lehigh County, Pennsylvania",5237,5010,0,0,0,0,119,108,25,83,119783,1555,"Census Tract 54.02, Lehigh County, Pennsylvania",29,184,15,15,15,15,177,97,44,86,14225,537
"G4200770005503","2016-2020","PA",,,"Pennsylvania","42","Lehigh County","077",,,"005503",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42077005503",,,"Census Tract 55.03, Lehigh County, Pennsylvania",4032,3799,43,0,0,2,82,106,31,75,98977,1127,"Census Tract 55.03, Lehigh County, Pennsylvania",366,349,52,11,11,3,115,111,40,75,12656,155
