GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,JOIE001,JS5E001,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010,JOIM001,JS5M001
"G4201010022000","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"022000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101022000",,,"Census Tract 220, Philadelphia County, Pennsylvania",1436,1122,159,0,7,0,81,67,0,67,76964,2001,"Census Tract 220, Philadelphia County, Pennsylvania",277,245,127,109,11,109,130,52,109,52,39864,.
"G4201010023100","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"023100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023100",,,"Census Tract 231, Philadelphia County, Pennsylvania",1090,1009,6,0,65,0,0,10,0,10,106618,1550,"Census Tract 231, Philadelphia County, Pennsylvania",141,138,14,109,68,109,109,21,109,21,49192,1426
"G4201010023500","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"023500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023500",,,"Census Tract 235, Philadelphia County, Pennsylvania",1022,650,372,0,0,0,0,0,0,0,53333,788,"Census Tract 235, Philadelphia County, Pennsylvania",123,70,123,109,109,109,109,109,109,109,32220,80
"G4201010023600","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"023600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023600",,,"Census Tract 236, Philadelphia County, Pennsylvania",3039,1587,1303,0,16,0,89,44,0,44,86797,817,"Census Tract 236, Philadelphia County, Pennsylvania",417,259,361,109,19,109,59,50,109,50,15148,49
"G4201010023700","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"023700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023700",,,"Census Tract 237, Philadelphia County, Pennsylvania",4325,1563,2506,0,63,0,71,122,0,122,38261,797,"Census Tract 237, Philadelphia County, Pennsylvania",568,296,595,109,62,109,89,128,109,128,10185,64
"G4201010023800","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"023800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023800",,,"Census Tract 238, Philadelphia County, Pennsylvania",4830,1498,3012,27,12,0,50,231,16,215,36648,756,"Census Tract 238, Philadelphia County, Pennsylvania",589,316,482,41,20,109,57,115,27,114,4360,48
"G4201010023900","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"023900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023900",,,"Census Tract 239, Philadelphia County, Pennsylvania",1678,345,1219,0,10,0,40,64,0,64,30703,832,"Census Tract 239, Philadelphia County, Pennsylvania",249,124,286,109,25,109,48,58,109,58,8899,41
"G4201010024000","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024000",,,"Census Tract 240, Philadelphia County, Pennsylvania",3556,1497,1791,0,102,0,105,61,0,61,30717,778,"Census Tract 240, Philadelphia County, Pennsylvania",518,360,378,109,74,109,158,50,109,50,9373,64
"G4201010024100","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024100",,,"Census Tract 241, Philadelphia County, Pennsylvania",693,139,527,15,0,0,0,12,12,0,11577,427,"Census Tract 241, Philadelphia County, Pennsylvania",146,93,129,27,109,109,109,18,18,109,3102,101
"G4201010024200","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024200",,,"Census Tract 242, Philadelphia County, Pennsylvania",3957,473,3316,22,0,0,56,90,0,90,27250,714,"Census Tract 242, Philadelphia County, Pennsylvania",512,198,520,28,109,109,68,90,109,90,6071,55
"G4201010024300","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024300",,,"Census Tract 243, Philadelphia County, Pennsylvania",4388,487,3817,0,44,0,14,26,0,26,36494,844,"Census Tract 243, Philadelphia County, Pennsylvania",517,170,499,109,64,109,23,28,109,28,4563,48
"G4201010024400","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024400",,,"Census Tract 244, Philadelphia County, Pennsylvania",3627,252,3332,0,0,0,22,21,0,21,34023,540,"Census Tract 244, Philadelphia County, Pennsylvania",849,222,856,109,109,109,37,24,109,24,15608,249
"G4201010024500","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024500",,,"Census Tract 245, Philadelphia County, Pennsylvania",3552,151,3394,0,7,0,0,0,0,0,23269,711,"Census Tract 245, Philadelphia County, Pennsylvania",512,114,526,109,11,109,109,109,109,109,11601,74
"G4201010024600","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024600",,,"Census Tract 246, Philadelphia County, Pennsylvania",2601,126,2475,0,0,0,0,0,0,0,18216,536,"Census Tract 246, Philadelphia County, Pennsylvania",475,104,477,109,109,109,109,109,109,109,3953,73
"G4201010024700","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024700",,,"Census Tract 247, Philadelphia County, Pennsylvania",4124,676,3402,0,0,0,0,46,0,46,25513,751,"Census Tract 247, Philadelphia County, Pennsylvania",689,426,558,109,109,109,109,46,109,46,8090,104
"G4201010024800","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024800",,,"Census Tract 248, Philadelphia County, Pennsylvania",2172,131,2023,0,0,0,0,18,0,18,32378,834,"Census Tract 248, Philadelphia County, Pennsylvania",331,116,363,109,109,109,109,26,109,26,5486,123
"G4201010024900","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"024900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024900",,,"Census Tract 249, Philadelphia County, Pennsylvania",3393,24,3325,0,0,0,0,44,0,44,29432,955,"Census Tract 249, Philadelphia County, Pennsylvania",704,40,707,109,109,109,109,43,109,43,11817,281
"G4201010025200","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025200",,,"Census Tract 252, Philadelphia County, Pennsylvania",7670,753,6721,0,11,0,48,137,11,126,37465,844,"Census Tract 252, Philadelphia County, Pennsylvania",1162,281,1180,109,19,109,55,120,19,115,7638,61
"G4201010025300","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025300",,,"Census Tract 253, Philadelphia County, Pennsylvania",3333,132,3191,0,0,0,0,10,0,10,30900,669,"Census Tract 253, Philadelphia County, Pennsylvania",566,77,572,109,109,109,109,16,109,16,7013,157
"G4201010025400","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025400",,,"Census Tract 254, Philadelphia County, Pennsylvania",3797,357,3164,0,41,0,11,224,10,214,55972,829,"Census Tract 254, Philadelphia County, Pennsylvania",530,135,530,109,49,109,17,121,20,121,8928,195
"G4201010025500","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025500",,,"Census Tract 255, Philadelphia County, Pennsylvania",2367,696,1586,0,0,0,32,53,0,53,58875,923,"Census Tract 255, Philadelphia County, Pennsylvania",323,187,363,109,109,109,36,48,109,48,22049,85
"G4201010025600","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025600",,,"Census Tract 256, Philadelphia County, Pennsylvania",2484,1277,918,0,38,0,124,127,8,119,70640,891,"Census Tract 256, Philadelphia County, Pennsylvania",265,179,232,109,36,109,149,114,14,114,8191,227
"G4201010025700","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025700",,,"Census Tract 257, Philadelphia County, Pennsylvania",3144,1968,1084,8,24,0,13,47,0,47,65077,1093,"Census Tract 257, Philadelphia County, Pennsylvania",255,241,328,14,30,109,21,46,109,46,14738,55
"G4201010025800","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025800",,,"Census Tract 258, Philadelphia County, Pennsylvania",1543,29,1511,3,0,0,0,0,0,0,48098,949,"Census Tract 258, Philadelphia County, Pennsylvania",295,38,301,6,109,109,109,109,109,109,24076,17
"G4201010025900","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"025900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025900",,,"Census Tract 259, Philadelphia County, Pennsylvania",4100,197,3756,0,77,0,9,61,0,61,44719,761,"Census Tract 259, Philadelphia County, Pennsylvania",509,140,545,109,93,109,15,64,109,64,7371,104
"G4201010026000","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026000",,,"Census Tract 260, Philadelphia County, Pennsylvania",2797,66,2672,0,0,0,0,59,16,43,44659,1146,"Census Tract 260, Philadelphia County, Pennsylvania",414,58,404,109,109,109,109,61,27,54,6705,31
"G4201010026100","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026100",,,"Census Tract 261, Philadelphia County, Pennsylvania",2894,45,2790,0,0,0,0,59,9,50,54533,944,"Census Tract 261, Philadelphia County, Pennsylvania",294,62,283,109,109,109,109,62,16,55,4313,60
"G4201010026200","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026200",,,"Census Tract 262, Philadelphia County, Pennsylvania",4234,78,4085,0,0,0,13,58,9,49,43235,874,"Census Tract 262, Philadelphia County, Pennsylvania",492,91,476,109,109,109,20,60,15,48,9560,87
"G4201010026301","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026301",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026301",,,"Census Tract 263.01, Philadelphia County, Pennsylvania",4064,63,3964,0,0,0,0,37,0,37,47471,751,"Census Tract 263.01, Philadelphia County, Pennsylvania",348,45,350,109,109,109,109,42,109,42,5804,122
"G4201010026302","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026302",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026302",,,"Census Tract 263.02, Philadelphia County, Pennsylvania",4905,230,4449,0,42,0,43,141,0,141,42684,806,"Census Tract 263.02, Philadelphia County, Pennsylvania",664,132,673,109,47,109,66,174,109,174,8576,184
"G4201010026400","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026400",,,"Census Tract 264, Philadelphia County, Pennsylvania",5182,174,4994,0,14,0,0,0,0,0,34316,824,"Census Tract 264, Philadelphia County, Pennsylvania",635,100,665,109,23,109,109,109,109,109,13701,102
"G4201010026500","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026500",,,"Census Tract 265, Philadelphia County, Pennsylvania",4172,136,3974,0,0,0,42,20,0,20,36942,919,"Census Tract 265, Philadelphia County, Pennsylvania",531,95,543,109,109,109,50,29,109,29,11782,116
"G4201010026600","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026600",,,"Census Tract 266, Philadelphia County, Pennsylvania",6401,153,6159,14,0,0,38,37,0,37,43234,863,"Census Tract 266, Philadelphia County, Pennsylvania",836,130,882,22,109,109,63,63,109,63,4391,370
"G4201010026700","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026700",,,"Census Tract 267, Philadelphia County, Pennsylvania",7007,153,6615,0,18,0,0,221,0,221,37654,683,"Census Tract 267, Philadelphia County, Pennsylvania",944,167,785,109,31,109,109,327,109,327,5661,48
"G4201010026800","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026800",,,"Census Tract 268, Philadelphia County, Pennsylvania",4115,106,3661,0,114,0,110,124,9,115,33669,717,"Census Tract 268, Philadelphia County, Pennsylvania",424,76,441,109,106,109,94,100,16,99,8007,60
"G4201010026900","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"026900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026900",,,"Census Tract 269, Philadelphia County, Pennsylvania",2009,618,1097,0,82,0,84,128,0,128,41337,729,"Census Tract 269, Philadelphia County, Pennsylvania",341,142,281,109,108,109,66,193,109,193,7705,149
"G4201010027000","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027000",,,"Census Tract 270, Philadelphia County, Pennsylvania",2633,630,1577,0,209,0,217,0,0,0,59821,851,"Census Tract 270, Philadelphia County, Pennsylvania",487,318,520,109,177,109,281,109,109,109,14196,122
"G4201010027100","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027100",,,"Census Tract 271, Philadelphia County, Pennsylvania",2446,390,1049,31,778,0,187,11,0,11,48173,788,"Census Tract 271, Philadelphia County, Pennsylvania",221,137,282,52,234,109,157,19,109,19,7380,149
"G4201010027200","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027200",,,"Census Tract 272, Philadelphia County, Pennsylvania",4752,536,3625,11,486,0,84,10,0,10,45900,988,"Census Tract 272, Philadelphia County, Pennsylvania",408,189,453,18,222,109,82,15,109,15,3788,64
"G4201010027300","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027300",,,"Census Tract 273, Philadelphia County, Pennsylvania",6470,1031,3096,11,1728,0,566,38,0,38,40767,750,"Census Tract 273, Philadelphia County, Pennsylvania",670,372,504,21,471,109,302,69,109,69,3998,195
"G4201010027401","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027401",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027401",,,"Census Tract 274.01, Philadelphia County, Pennsylvania",3071,633,1368,0,656,0,385,29,0,29,21364,802,"Census Tract 274.01, Philadelphia County, Pennsylvania",442,363,426,109,264,109,222,51,109,51,3505,109
"G4201010027402","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027402",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027402",,,"Census Tract 274.02, Philadelphia County, Pennsylvania",7617,981,3909,123,1421,0,770,413,13,400,33289,913,"Census Tract 274.02, Philadelphia County, Pennsylvania",943,347,955,186,765,109,508,340,21,340,4698,135
"G4201010027500","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027500",,,"Census Tract 275, Philadelphia County, Pennsylvania",4558,454,3333,16,526,0,127,102,17,85,39032,930,"Census Tract 275, Philadelphia County, Pennsylvania",479,161,469,23,197,109,124,139,26,135,11997,187
"G4201010027600","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027600",,,"Census Tract 276, Philadelphia County, Pennsylvania",3904,88,3657,0,19,0,8,132,0,132,30078,735,"Census Tract 276, Philadelphia County, Pennsylvania",484,64,490,109,29,109,17,111,109,111,8439,35
"G4201010027700","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027700",,,"Census Tract 277, Philadelphia County, Pennsylvania",3882,232,3367,36,92,15,0,140,0,140,22757,600,"Census Tract 277, Philadelphia County, Pennsylvania",640,270,557,39,68,30,109,130,109,130,12354,171
"G4201010027800","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027800",,,"Census Tract 278, Philadelphia County, Pennsylvania",4357,0,4266,38,0,0,53,0,0,0,30625,612,"Census Tract 278, Philadelphia County, Pennsylvania",635,109,635,61,109,109,81,109,109,109,4145,51
"G4201010027901","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027901",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027901",,,"Census Tract 279.01, Philadelphia County, Pennsylvania",3747,105,3542,8,75,0,0,17,0,17,29968,857,"Census Tract 279.01, Philadelphia County, Pennsylvania",490,117,561,14,89,109,109,28,109,28,4909,253
"G4201010027902","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"027902",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101027902",,,"Census Tract 279.02, Philadelphia County, Pennsylvania",4992,2710,1938,0,85,0,61,198,0,198,25038,740,"Census Tract 279.02, Philadelphia County, Pennsylvania",698,723,321,109,62,109,50,240,109,240,9683,60
"G4201010028000","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028000",,,"Census Tract 280, Philadelphia County, Pennsylvania",4765,79,4623,18,0,0,0,45,45,0,25476,672,"Census Tract 280, Philadelphia County, Pennsylvania",559,73,554,22,109,109,109,90,90,109,5977,75
"G4201010028100","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028100",,,"Census Tract 281, Philadelphia County, Pennsylvania",3618,41,3422,0,34,0,0,121,0,121,33699,814,"Census Tract 281, Philadelphia County, Pennsylvania",411,48,401,109,38,109,109,160,109,160,8305,187
"G4201010028200","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028200",,,"Census Tract 282, Philadelphia County, Pennsylvania",5073,318,4348,0,278,0,71,58,0,58,33227,861,"Census Tract 282, Philadelphia County, Pennsylvania",547,263,593,109,150,109,79,50,109,50,5043,44
"G4201010028300","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028300",,,"Census Tract 283, Philadelphia County, Pennsylvania",6562,372,5645,0,406,0,0,139,0,139,25959,680,"Census Tract 283, Philadelphia County, Pennsylvania",883,406,834,109,225,109,109,135,109,135,2177,75
"G4201010028400","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028400",,,"Census Tract 284, Philadelphia County, Pennsylvania",4178,346,3339,0,88,0,366,39,0,39,27955,771,"Census Tract 284, Philadelphia County, Pennsylvania",532,297,446,109,89,109,292,36,109,36,7816,119
"G4201010028500","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028500",,,"Census Tract 285, Philadelphia County, Pennsylvania",2689,329,1072,0,347,0,941,0,0,0,29115,713,"Census Tract 285, Philadelphia County, Pennsylvania",381,190,411,109,198,109,394,109,109,109,14508,81
"G4201010028600","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028600",,,"Census Tract 286, Philadelphia County, Pennsylvania",7213,1455,3294,0,976,0,944,544,341,203,22902,731,"Census Tract 286, Philadelphia County, Pennsylvania",1000,558,714,109,451,109,480,485,414,261,9659,70
"G4201010028700","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028700",,,"Census Tract 287, Philadelphia County, Pennsylvania",2633,395,518,26,0,0,1575,119,91,28,25019,709,"Census Tract 287, Philadelphia County, Pennsylvania",326,174,151,32,109,109,371,101,89,34,9588,136
"G4201010028800","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028800",,,"Census Tract 288, Philadelphia County, Pennsylvania",4469,938,1063,0,311,0,1969,188,48,140,23322,756,"Census Tract 288, Philadelphia County, Pennsylvania",662,336,368,109,218,109,557,142,69,121,3501,84
"G4201010028901","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028901",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028901",,,"Census Tract 289.01, Philadelphia County, Pennsylvania",3988,716,1310,0,336,0,1626,0,0,0,37401,796,"Census Tract 289.01, Philadelphia County, Pennsylvania",633,369,515,109,249,109,481,109,109,109,8945,273
"G4201010028902","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"028902",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101028902",,,"Census Tract 289.02, Philadelphia County, Pennsylvania",6745,1670,1754,14,333,95,2758,121,0,121,30847,929,"Census Tract 289.02, Philadelphia County, Pennsylvania",953,575,431,26,232,155,900,128,109,128,3207,39
"G4201010029000","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"029000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101029000",,,"Census Tract 290, Philadelphia County, Pennsylvania",5948,1137,1641,0,1272,0,1748,150,0,150,26750,810,"Census Tract 290, Philadelphia County, Pennsylvania",753,375,445,109,548,109,628,165,109,165,7400,60
"G4201010029100","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"029100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101029100",,,"Census Tract 291, Philadelphia County, Pennsylvania",4058,652,1834,0,1240,0,298,34,0,34,25026,705,"Census Tract 291, Philadelphia County, Pennsylvania",508,304,436,109,296,109,159,37,109,37,4123,198
"G4201010029200","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"029200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101029200",,,"Census Tract 292, Philadelphia County, Pennsylvania",3584,1022,1720,8,350,0,364,120,26,94,30264,683,"Census Tract 292, Philadelphia County, Pennsylvania",482,380,305,14,376,109,269,82,40,73,3925,137
"G4201010029300","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"029300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101029300",,,"Census Tract 293, Philadelphia County, Pennsylvania",2740,995,1028,16,55,0,635,11,0,11,21444,572,"Census Tract 293, Philadelphia County, Pennsylvania",495,411,407,25,63,109,234,15,109,15,7303,143
"G4201010029400","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"029400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101029400",,,"Census Tract 294, Philadelphia County, Pennsylvania",3465,1329,1371,4,0,0,761,0,0,0,23686,534,"Census Tract 294, Philadelphia County, Pennsylvania",563,454,502,7,109,109,389,109,109,109,7229,60
"G4201010029800","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"029800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101029800",,,"Census Tract 298, Philadelphia County, Pennsylvania",4515,2407,1474,0,104,0,434,96,54,42,30639,879,"Census Tract 298, Philadelphia County, Pennsylvania",492,335,497,109,118,109,287,87,56,60,6647,105
"G4201010029900","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"029900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101029900",,,"Census Tract 299, Philadelphia County, Pennsylvania",4715,1257,2352,32,70,0,819,185,98,87,24926,716,"Census Tract 299, Philadelphia County, Pennsylvania",577,297,433,52,85,109,370,140,105,94,3627,175
"G4201010030000","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"030000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030000",,,"Census Tract 300, Philadelphia County, Pennsylvania",7141,1706,4146,88,129,0,562,510,191,319,24448,725,"Census Tract 300, Philadelphia County, Pennsylvania",862,416,658,136,124,109,273,403,182,332,3578,76
"G4201010030100","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"030100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030100",,,"Census Tract 301, Philadelphia County, Pennsylvania",5363,1863,2663,0,0,0,518,319,110,209,36270,686,"Census Tract 301, Philadelphia County, Pennsylvania",662,346,559,109,109,109,297,214,110,160,9942,75
"G4201010030200","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"030200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030200",,,"Census Tract 302, Philadelphia County, Pennsylvania",8372,2352,3150,0,291,0,1895,684,105,579,35046,765,"Census Tract 302, Philadelphia County, Pennsylvania",800,445,605,109,261,109,623,396,135,347,3953,105
"G4201010030501","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"030501",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030501",,,"Census Tract 305.01, Philadelphia County, Pennsylvania",4447,944,2484,0,573,0,368,78,0,78,33723,887,"Census Tract 305.01, Philadelphia County, Pennsylvania",798,310,530,109,625,109,197,81,109,81,6431,89
"G4201010030502","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"030502",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030502",,,"Census Tract 305.02, Philadelphia County, Pennsylvania",6951,2173,3702,0,459,0,431,186,20,166,51047,1026,"Census Tract 305.02, Philadelphia County, Pennsylvania",724,585,631,109,185,109,157,172,33,168,4448,186
"G4201010030600","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"030600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030600",,,"Census Tract 306, Philadelphia County, Pennsylvania",6475,3698,1159,36,585,0,942,55,0,55,37984,757,"Census Tract 306, Philadelphia County, Pennsylvania",757,599,583,57,315,109,362,90,109,90,5950,78
"G4201010030700","2006-2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,"030700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030700",,,"Census Tract 307, Philadelphia County, Pennsylvania",3375,2289,632,80,58,0,249,67,0,67,41917,792,"Census Tract 307, Philadelphia County, Pennsylvania",327,308,178,108,80,109,158,70,109,70,8780,33
